timestamp,scan_number,ch_00,ch_01,ch_02,ch_03,ch_04,system_file,system_id
2025-11-25 15:31:27.912,510,513.664963,81.6668802,123.30042,74.0791214,67.8239997,biomass\25112025.csv,25112025
2025-11-25 15:31:37.912,511,517.646555,82.1200103,122.94326,74.1500729,67.6682804,biomass\25112025.csv,25112025
2025-11-25 15:31:47.912,512,520.942546,82.3362952,122.800006,73.7277222,67.7104537,biomass\25112025.csv,25112025
2025-11-25 15:31:57.912,513,524.643791,82.5198675,122.946373,73.3368289,67.7555739,biomass\25112025.csv,25112025
2025-11-25 15:32:07.912,514,528.17428,82.3920748,122.115013,74.0992902,67.5483099,biomass\25112025.csv,25112025
2025-11-25 15:32:17.912,515,531.446292,82.8580349,122.311247,73.7812685,67.6844258,biomass\25112025.csv,25112025
2025-11-25 15:32:27.912,516,534.324018,83.3345353,121.797471,73.563426,67.3034516,biomass\25112025.csv,25112025
2025-11-25 15:32:37.912,517,536.898444,84.5613134,121.462077,73.1065356,67.5880771,biomass\25112025.csv,25112025
2025-11-25 15:32:47.912,518,539.724768,85.5082273,121.96357,73.1507364,67.1709284,biomass\25112025.csv,25112025
2025-11-25 15:32:57.912,519,542.46051,86.846879,121.963952,73.1231251,67.444041,biomass\25112025.csv,25112025
2025-11-25 15:33:07.912,520,544.40078,87.0762327,121.28921,72.9597009,66.8551462,biomass\25112025.csv,25112025
2025-11-25 15:33:17.912,521,546.520104,87.9053702,120.943979,72.905867,67.1317487,biomass\25112025.csv,25112025
2025-11-25 15:33:27.912,522,548.057831,88.4473649,120.229855,72.2516168,66.5129209,biomass\25112025.csv,25112025
2025-11-25 15:33:37.912,523,548.95454,88.5780127,120.014996,72.8570192,66.9286931,biomass\25112025.csv,25112025
2025-11-25 15:33:47.912,524,549.633828,89.3527751,120.092677,72.3931318,66.5906824,biomass\25112025.csv,25112025
2025-11-25 15:33:57.912,525,550.209898,90.236138,119.590829,72.33569,66.588256,biomass\25112025.csv,25112025
2025-11-25 15:34:07.912,526,550.727761,90.4682332,119.200147,71.9358554,66.2097507,biomass\25112025.csv,25112025
2025-11-25 15:34:17.912,527,551.01336,90.0708688,118.960918,72.1334815,66.1381424,biomass\25112025.csv,25112025
2025-11-25 15:34:27.912,528,550.577624,90.949579,118.611422,71.7810077,66.1378526,biomass\25112025.csv,25112025
2025-11-25 15:34:37.912,529,550.898941,92.0476172,118.933291,72.192371,66.2981925,biomass\25112025.csv,25112025
2025-11-25 15:34:47.912,530,551.226143,93.3802864,118.772122,71.7163855,66.399622,biomass\25112025.csv,25112025
2025-11-25 15:34:57.912,531,551.886163,93.5962655,117.848365,71.4952947,65.8932996,biomass\25112025.csv,25112025
2025-11-25 15:35:07.912,532,552.667787,94.7027531,117.928416,72.1852988,66.3411315,biomass\25112025.csv,25112025
2025-11-25 15:35:17.912,533,553.6565,96.2221188,117.800896,71.8146982,65.9817248,biomass\25112025.csv,25112025
2025-11-25 15:35:27.912,534,554.857498,96.2627982,117.754447,71.8743476,65.8986243,biomass\25112025.csv,25112025
2025-11-25 15:35:37.912,535,555.811956,97.3910238,117.170005,71.4233165,65.6272673,biomass\25112025.csv,25112025
2025-11-25 15:35:47.950,536,557.019003,96.982795,116.987819,71.2451933,65.2604539,biomass\25112025.csv,25112025
2025-11-25 15:35:57.912,537,559.16895,96.3018708,116.898939,71.77518,65.2270412,biomass\25112025.csv,25112025
2025-11-25 15:36:07.912,538,559.90943,96.783846,116.293801,71.563596,65.3259468,biomass\25112025.csv,25112025
2025-11-25 15:36:17.912,539,560.559431,97.4274239,116.519542,71.2013815,65.7448916,biomass\25112025.csv,25112025
2025-11-25 15:36:27.912,540,562.065634,97.8011146,116.477507,71.0347996,65.699652,biomass\25112025.csv,25112025
2025-11-25 15:36:37.912,541,563.59837,98.04573,116.497143,71.7054868,65.7143889,biomass\25112025.csv,25112025
2025-11-25 15:36:47.912,542,564.505244,97.8935871,116.03418,70.8797206,65.6697377,biomass\25112025.csv,25112025
2025-11-25 15:36:57.912,543,566.492846,97.8871753,115.643973,71.4690725,65.6547978,biomass\25112025.csv,25112025
2025-11-25 15:37:07.912,544,568.447769,98.8580777,115.668311,71.0881822,65.4092218,biomass\25112025.csv,25112025
2025-11-25 15:37:17.912,545,570.711896,99.8970799,115.138532,71.1992763,65.2048748,biomass\25112025.csv,25112025
2025-11-25 15:37:27.912,546,572.616916,101.002185,115.020959,71.058639,65.663289,biomass\25112025.csv,25112025
2025-11-25 15:37:37.912,547,574.762115,103.055275,114.378472,70.7797865,65.0554337,biomass\25112025.csv,25112025
2025-11-25 15:37:47.912,548,576.287295,104.069877,114.677323,70.9222195,65.7539884,biomass\25112025.csv,25112025
